Global_active_power,Global_reactive_power,Voltage,Global_intensity,hour,dayofweek,month,pf_lag1,pf_lag96,pf_rolling_mean_96,pf_rolling_std_96
0.028718388,0.083743842,0.702640264,0.028846154,0.217391304,1,0.090909091,1,0.9367728,0.892821619,0.218183485
0.026360909,0.057471264,0.708250825,0.028846154,0.217391304,1,0.090909091,0.884212271,1,0.891589127,0.217560213
0.030218603,0.082101806,0.700990099,0.028846154,0.217391304,1,0.090909091,0.936016097,0.891435443,0.891686583,0.21748446
0.029147021,0.087027915,0.743894389,0.028846154,0.260869565,1,0.090909091,0.896494783,0.936290892,0.890567648,0.218089398
0.025932276,0.055829228,0.667656766,0.024038462,0.260869565,1,0.090909091,0.87820219,0.898637343,0.891326515,0.217826945
0.02978997,0.082101806,0.677557756,0.028846154,0.260869565,1,0.090909091,0.938033351,0.946857732,0.890313829,0.218136593
0.019074153,0,0.785148515,0.019230769,0.260869565,1,0.090909091,0.894284881,0.997864644,0.890354961,0.218180175
0.024860694,0,0.731023102,0.024038462,0.304347826,1,0.090909091,1,0.993587698,0.890478478,0.21830632
0.030004286,0.082101806,0.704620462,0.028846154,0.304347826,1,0.090909091,1,1,0.888463588,0.217947345
0.019074153,0,0.732343234,0.019230769,0.304347826,1,0.090909091,0.895398421,1,0.888463588,0.217947345
0.018859837,0,0.694059406,0.019230769,0.304347826,1,0.090909091,1,0.997188826,0.888517738,0.218005386
0.036648093,0.149425287,0.694719472,0.043269231,0.347826087,1,0.090909091,1,0.999034569,0.884030693,0.222111881
0.027861123,0.073891626,0.731023102,0.028846154,0.347826087,1,0.090909091,0.76609282,0.996479744,0.882258401,0.221613477
0.159879983,0.167487685,0.629372937,0.149038462,0.347826087,1,0.090909091,0.904472478,0.982129583,0.882147045,0.221526355
0.208744106,0.21182266,0.658085809,0.197115385,0.347826087,1,0.090909091,0.976348626,0.997759599,0.881752393,0.221160427
0.072010287,0.078817734,0.631683168,0.067307692,0.391304348,1,0.090909091,0.97727155,0.996479744,0.881377931,0.220816208
0.115945135,0.16091954,0.611221122,0.110576923,0.391304348,1,0.090909091,0.977039808,0.9741826,0.881111435,0.22065938
0.135447921,0.303776683,0.538943894,0.134615385,0.391304348,1,0.090909091,0.960347635,0.997154868,0.879200493,0.22016159
0.235533648,0.045977011,0.550825083,0.221153846,0.391304348,1,0.090909091,0.897949672,0.993759879,0.879304158,0.220276718
0.229104158,0.320197044,0.485148515,0.221153846,0.434782609,1,0.090909091,0.999141605,0.988844853,0.878691841,0.219842565
0.184526361,0.047619048,0.566666667,0.173076923,0.434782609,1,0.090909091,0.957056841,0.984804923,0.878956187,0.220115713
0.1810973,0.062397373,0.659075908,0.168269231,0.434782609,1,0.090909091,0.998528279,0.862910682,0.881546451,0.220012814
0.1915988,0,0.616831683,0.177884615,0.434782609,1,0.090909091,0.997382336,0.923157669,0.883026628,0.220726172
0.14487784,0.057471264,0.562706271,0.134615385,0.47826087,1,0.090909091,1,0.963747374,0.883659585,0.221226136
0.135447921,0.05090312,0.575577558,0.125,0.47826087,1,0.090909091,0.996606898,0.988771029,0.883817653,0.221384611
0.09172739,0.208538588,0.644884488,0.091346154,0.47826087,1,0.090909091,0.996977013,0.958980868,0.882692513,0.221467481
0.030647235,0.068965517,0.611551155,0.028846154,0.47826087,1,0.090909091,0.900570045,0.925988764,0.882718617,0.221464302
0.020360051,0.041050903,0.650825083,0.024038462,0.52173913,1,0.090909091,0.927343943,0.987795282,0.88202672,0.221034787
0.028075439,0.049261084,0.698349835,0.028846154,0.52173913,1,0.090909091,0.951875919,0.960197768,0.881961822,0.221006834
0.029361337,0.070607553,0.647524752,0.028846154,0.52173913,1,0.090909091,0.956828651,0.970303482,0.880972334,0.220811461
0.018431204,0.041050903,0.615511551,0.019230769,0.52173913,1,0.090909091,0.918934897,0.99785339,0.879952403,0.220131021
0.022074582,0,0.637623762,0.028846154,0.565217391,1,0.090909091,0.944904435,0.97046389,0.880521343,0.22064744
0.029361337,0.078817734,0.751155116,0.028846154,0.565217391,1,0.090909091,1,0.647667962,0.885382465,0.206874571
0.018431204,0.037766831,0.684818482,0.019230769,0.565217391,1,0.090909091,0.900029623,0.858751186,0.887200994,0.205884046
0.018216888,0.039408867,0.673267327,0.019230769,0.565217391,1,0.090909091,0.953158792,0.838406424,0.88931795,0.204191287
0.036005144,0.16091954,0.667326733,0.038461538,0.608695652,1,0.090909091,0.948306676,0.8289384,0.887357092,0.209871991
0.018645521,0,0.74620462,0.019230769,0.608695652,1,0.090909091,0.727141853,0.958569923,0.88815514,0.210485954
