Global_active_power,Global_reactive_power,Voltage,Global_intensity,hour,dayofweek,month,pf_lag1,pf_lag96,pf_rolling_mean_96,pf_rolling_std_96
0.140591513,0,0.564026403,0.129807692,1,0.666666667,0.090909091,0.99582929,0.997903841,0.930852714,0.237252639
0.151735962,0.055829228,0.646864686,0.139423077,1,0.666666667,0.090909091,1,0.997441563,0.930845476,0.237248295
0.161165881,0.078817734,0.62970297,0.149038462,1,0.666666667,0.090909091,0.997065764,1,0.93074513,0.237187786
0.387483926,0.047619048,0.49009901,0.365384615,0,0.833333333,0.090909091,0.994790637,0.99663046,0.930803301,0.23722357
0.136305186,0.037766831,0.668646865,0.125,0,0.833333333,0.090909091,0.999650349,0.998817499,0.93079438,0.237218022
0.146806687,0.073891626,0.663036304,0.134615385,0,0.833333333,0.090909091,0.998354406,1,0.930689122,0.237154708
0.018431204,0,0.677557756,0.019230769,0,0.833333333,0.090909091,0.994535577,0.996068746,0.930764848,0.2372012
0.018431204,0,0.67359736,0.019230769,0.043478261,0.833333333,0.090909091,1,0.996971382,0.930823187,0.237237399
0.03386198,0.137931034,0.589768977,0.038461538,0.043478261,0.833333333,0.090909091,1,1,0.926443919,0.242262219
0.018431204,0,0.65379538,0.019230769,0.043478261,0.833333333,0.090909091,0.772653474,0.997589073,0.92649036,0.242292394
0.017573939,0,0.525742574,0.019230769,0.043478261,0.833333333,0.090909091,1,0.996262,0.926562363,0.242338386
0.036005144,0.162561576,0.582178218,0.038461538,0.086956522,0.833333333,0.090909091,1,0.996779173,0.921275971,0.250231066
0.018645521,0,0.696369637,0.019230769,0.086956522,0.833333333,0.090909091,0.722339962,1,0.921275971,0.250231066
0.018431204,0,0.675907591,0.019230769,0.086956522,0.833333333,0.090909091,1,0.996352773,0.921346226,0.250277648
0.036862409,0.170771757,0.661716172,0.038461538,0.086956522,0.833333333,0.090909091,1,0.956428825,0.916554487,0.258990152
0.018431204,0,0.678877888,0.019230769,0.130434783,0.833333333,0.090909091,0.707669133,0.765259278,0.921076185,0.254236274
0.027218174,0.070607553,0.638283828,0.028846154,0.130434783,0.833333333,0.090909091,1,0.71799989,0.924762094,0.246270046
0.042220317,0.218390805,0.630693069,0.048076923,0.130434783,0.833333333,0.090909091,0.909351156,0.925425628,0.919158532,0.261022938
0.025932276,0.070607553,0.636963696,0.028846154,0.130434783,0.833333333,0.090909091,0.634520747,0.572399637,0.925522435,0.239940066
0.02571796,0.070607553,0.632673267,0.028846154,0.173913043,0.833333333,0.090909091,0.902777104,0.748244072,0.928476715,0.233638561
0.036005144,0.180623974,0.627722772,0.038461538,0.173913043,0.833333333,0.090909091,0.901613409,0.935098626,0.923336054,0.246313411
0.033433348,0.159277504,0.667656766,0.038461538,0.173913043,0.833333333,0.090909091,0.668224866,0.564650398,0.926002441,0.232645341
0.02571796,0.072249589,0.679867987,0.028846154,0.173913043,0.833333333,0.090909091,0.703073958,0.912587931,0.925706659,0.232897417
0.028718388,0.082101806,0.663366337,0.028846154,0.217391304,0.833333333,0.090909091,0.897232631,0.952303898,0.92447661,0.233625418
0.026575225,0.057471264,0.68349835,0.028846154,0.217391304,0.833333333,0.090909091,0.888446815,0.925349377,0.924696654,0.233534591
0.018431204,0,0.643564356,0.019230769,0.217391304,0.833333333,0.090909091,0.9367728,0.959269736,0.925481222,0.233827249
0.028504072,0.08045977,0.638283828,0.028846154,0.217391304,0.833333333,0.090909091,1,0.955818673,0.924241038,0.234490597
0.02743249,0.0591133,0.697359736,0.028846154,0.260869565,0.833333333,0.090909091,0.891435443,0.932439082,0.924315234,0.234464258
0.030647235,0.082101806,0.650825083,0.028846154,0.260869565,0.833333333,0.090909091,0.936290892,0.967192695,0.922994685,0.234956407
0.026575225,0.052545156,0.621452145,0.028846154,0.260869565,0.833333333,0.090909091,0.898637343,1,0.921971031,0.234655806
0.267681097,0.082101806,0.64290429,0.25,0.260869565,0.833333333,0.090909091,0.946857732,0.986490302,0.922190129,0.234787469
0.201671667,0.108374384,0.553135314,0.1875,0.304347826,0.833333333,0.090909091,0.997864644,0.999372494,0.9220787,0.234712803
0.222460351,0,0.507590759,0.211538462,0.304347826,0.833333333,0.090909091,0.993587698,0.999337533,0.92209146,0.23472202
0.308829833,0,0.56039604,0.288461538,0.304347826,0.833333333,0.090909091,1,0.998840481,0.922113796,0.234738057
0.400557222,0.139573071,0.436963696,0.384615385,0.304347826,0.833333333,0.090909091,1,0.997363223,0.922110436,0.234735762
0.246249464,0.05090312,0.487788779,0.235576923,0.347826087,0.833333333,0.090909091,0.997188826,0.997127785,0.922147166,0.234761327
0.146378054,0.0591133,0.509240924,0.139423077,0.347826087,0.833333333,0.090909091,0.999034569,0.982170667,0.922422795,0.234913663
0.149378483,0.136288998,0.431683168,0.144230769,0.347826087,0.833333333,0.090909091,0.996479744,0.997616242,0.922124483,0.234746111
0.137162452,0.044334975,0.566006601,0.129807692,0.347826087,0.833333333,0.090909091,0.982129583,0.99805608,0.922118772,0.234742151
0.146378054,0.0591133,0.500990099,0.139423077,0.391304348,0.833333333,0.090909091,0.997759599,0.976360204,0.922506325,0.234938023
0.157308187,0.172413793,0.582508251,0.149038462,0.391304348,0.833333333,0.090909091,0.996479744,0.99824454,0.922042831,0.234705147
0.144663523,0.052545156,0.53630363,0.134615385,0.391304348,0.833333333,0.090909091,0.9741826,0.999532583,0.92199703,0.234673022
0.298114016,0.155993432,0.445544554,0.293269231,0.391304348,0.833333333,0.090909091,0.997154868,0.965456643,0.922542222,0.234888705
0.179597085,0.128078818,0.459405941,0.173076923,0.434782609,0.833333333,0.090909091,0.993759879,0.99711597,0.922382899,0.234791471
0.451564509,0.366174056,0.329372937,0.4375,0.434782609,0.833333333,0.090909091,0.988844853,0.996997431,0.922148041,0.234655573
0.266609516,0.679802956,0.431683168,0.269230769,0.434782609,0.833333333,0.090909091,0.984804923,0.974417153,0.920000145,0.23590042
0.216245178,0.408866995,0.479867987,0.211538462,0.434782609,0.833333333,0.090909091,0.862910682,0.980514498,0.918895308,0.235932719
0.161594514,0.210180624,0.452805281,0.153846154,0.47826087,0.833333333,0.090909091,0.923157669,0.997395383,0.918247162,0.23564638
0.142948993,0.103448276,0.541254125,0.134615385,0.47826087,0.833333333,0.090909091,0.963747374,0.995899206,0.918109856,0.235559137
0.154950707,0.215106732,0.561386139,0.149038462,0.47826087,0.833333333,0.090909091,0.988771029,0.997984925,0.917358539,0.235246551
0.16180883,0.303776683,0.583828383,0.153846154,0.47826087,0.833333333,0.090909091,0.958980868,0.997692203,0.91597735,0.235030069
0.145949421,0.11001642,0.621122112,0.134615385,0.52173913,0.833333333,0.090909091,0.925988764,0.997523715,0.915789956,0.234905949
0.154950707,0.21182266,0.539273927,0.149038462,0.52173913,0.833333333,0.090909091,0.987795282,0.983818133,0.915334968,0.234755253
0.156236605,0.183908046,0.53630363,0.149038462,0.52173913,0.833333333,0.090909091,0.960197768,0.998542458,0.914791014,0.234463125
0.134804972,0.042692939,0.631683168,0.125,0.52173913,0.833333333,0.090909091,0.970303482,0.996943222,0.914808546,0.234476275
0.16995285,0.198686371,0.613861386,0.158653846,0.565217391,0.833333333,0.090909091,0.99785339,0.998443049,0.914269597,0.234183762
0.060865838,0.29228243,0.654455446,0.067307692,0.565217391,0.833333333,0.090909091,0.97046389,1,0.907482793,0.247607282
0.057651093,0.165845649,0.714851485,0.057692308,0.565217391,0.833333333,0.090909091,0.647667962,0.998371325,0.904793357,0.24834682
0.061508787,0.188834154,0.693069307,0.0625,0.565217391,0.833333333,0.090909091,0.858751186,1,0.901680657,0.249570765
0.059365624,0.188834154,0.655115512,0.0625,0.608695652,0.833333333,0.090909091,0.838406424,0.938033351,0.899579213,0.251489417
0.049935705,0.077175698,0.679207921,0.048076923,0.608695652,0.833333333,0.090909091,0.8289384,0.86342111,0.901412019,0.250587201
